file,url,retrieved_utc,bytes,sha256,license_note,notes
AidDataCore_ResearchRelease_Level1_v3.1.zip,https://github.com/AidData-WM/public_datasets/releases/download/v3.1/AidDataCore_ResearchRelease_Level1_v3.1.zip,2026-09-25T12:43:11Z,267062115,75d9222234a4ff6b6b8154df5050a3924269dbab4b34d53b93bc6a7039014c06,AidData terms (aiddata.org),"AidData Core Research Release v3.1 (1947-2013, project level)"
