iso3,year,share_aidtype_technical_cooperation_outlier,share_aidtype_budget_support_outlier,share_aidtype_project_outlier,share_aidtype_pooled_earmarked_outlier,share_aidtype_ngo_core_outlier,share_aidtype_scholarships_students_outlier,share_aidtype_admin_refugee_awareness_outlier,oda_pct_gdp_outlier,any_outlier
XKX,2017,False,False,False,False,False,False,True,False,True
XKX,2018,False,False,False,False,False,False,True,False,True
XKX,2019,False,False,False,False,False,False,True,False,True
XKX,2020,False,False,False,False,False,False,True,False,True
XKX,2021,False,False,False,False,False,False,True,False,True
XKX,2022,False,False,False,False,False,False,True,False,True
XKX,2023,False,False,False,False,False,False,True,False,True
XKX,2024,False,False,False,False,False,False,True,False,True
SRB,1995,False,False,False,False,False,False,False,False,False
SRB,1996,False,False,False,False,False,False,False,False,False
SRB,1997,False,False,False,False,False,False,False,False,False
SRB,1998,False,False,False,False,False,False,False,False,False
SRB,1999,False,False,False,False,False,False,False,False,False
SRB,2000,False,False,False,False,False,False,False,False,False
SRB,2001,False,False,False,False,False,False,False,False,False
SRB,2002,False,False,False,False,False,False,False,False,False
SRB,2003,False,False,False,False,False,False,False,False,False
SRB,2004,False,False,False,False,False,False,False,False,False
SRB,2005,False,False,False,False,False,False,False,False,False
SRB,2006,False,False,False,False,False,False,False,False,False
SRB,2007,False,False,False,False,False,False,False,False,False
SRB,2008,False,False,False,False,False,False,True,False,True
SRB,2009,False,False,False,False,False,False,False,False,False
SRB,2010,True,False,False,False,False,False,False,False,True
SRB,2011,False,False,False,False,False,False,False,False,False
SRB,2012,False,False,False,False,False,False,False,False,False
SRB,2013,False,False,False,False,False,False,False,False,False
SRB,2014,False,False,False,False,False,False,False,False,False
SRB,2015,False,False,False,False,False,False,False,False,False
SRB,2016,False,False,False,False,False,False,False,False,False
SRB,2017,False,True,False,False,False,False,False,False,True
SRB,2018,False,True,False,False,False,False,False,False,True
SRB,2019,False,False,False,False,False,False,False,False,False
SRB,2020,False,False,False,False,False,False,False,False,False
SRB,2021,False,False,False,False,False,False,False,False,False
SRB,2022,False,False,False,False,False,False,False,False,False
SRB,2023,False,False,False,False,False,False,False,False,False
SRB,2024,False,False,False,False,False,False,False,False,False
BIH,1995,False,False,False,False,False,False,False,False,False
BIH,1996,False,False,False,False,False,False,False,False,False
BIH,1997,False,False,False,False,False,False,False,False,False
BIH,1998,False,False,False,False,False,False,False,False,False
BIH,1999,False,False,False,False,False,False,False,False,False
BIH,2000,False,False,False,False,False,False,False,False,False
BIH,2001,False,False,False,False,False,False,False,False,False
BIH,2002,False,False,False,False,False,False,False,False,False
BIH,2003,False,False,False,False,False,False,False,False,False
BIH,2004,False,False,False,False,False,False,False,False,False
BIH,2005,False,False,False,False,False,False,False,False,False
BIH,2006,False,False,False,False,False,False,False,False,False
BIH,2007,False,False,False,False,True,False,False,False,True
BIH,2008,False,False,False,False,False,False,False,False,False
BIH,2009,False,False,False,False,False,False,False,False,False
BIH,2010,True,False,False,False,False,False,False,False,True
BIH,2011,True,False,False,False,False,False,False,False,True
BIH,2012,False,False,False,False,False,False,False,False,False
BIH,2013,False,False,False,False,False,False,False,False,False
BIH,2014,False,False,False,False,False,False,False,False,False
BIH,2015,False,False,False,False,False,False,False,False,False
BIH,2016,False,False,False,False,False,False,False,False,False
BIH,2017,False,False,False,False,False,False,False,False,False
BIH,2018,False,False,False,False,False,True,True,False,True
BIH,2019,False,False,False,False,False,False,False,False,False
BIH,2020,False,False,False,True,False,False,True,False,True
BIH,2021,False,False,False,False,False,False,False,False,False
BIH,2022,False,False,False,False,False,False,True,False,True
BIH,2023,False,False,False,False,False,True,True,False,True
BIH,2024,False,False,False,False,False,True,True,False,True
MNE,1999,False,False,False,False,False,False,False,False,False
MNE,2000,False,False,False,False,False,False,False,False,False
MNE,2001,False,False,False,False,False,False,False,False,False
MNE,2002,False,False,False,False,False,False,False,False,False
MNE,2003,False,True,False,False,False,False,False,False,True
MNE,2004,False,True,False,False,False,False,False,False,True
MNE,2005,False,False,False,False,False,False,False,False,False
MNE,2006,False,False,False,False,False,False,False,False,False
MNE,2007,False,False,False,False,False,False,False,False,False
MNE,2008,False,False,False,False,False,False,True,False,True
MNE,2009,False,False,False,False,False,False,False,False,False
MNE,2010,True,False,False,False,False,False,False,False,True
MNE,2011,False,False,False,False,False,False,False,False,False
MNE,2012,False,False,False,False,False,False,False,False,False
MNE,2013,False,False,False,False,False,False,False,False,False
MNE,2014,False,False,False,False,False,False,False,False,False
MNE,2015,False,False,False,False,False,False,False,False,False
MNE,2016,False,False,False,False,False,False,False,False,False
MNE,2017,False,False,False,False,False,False,False,False,False
MNE,2018,False,False,False,False,False,False,False,False,False
MNE,2019,False,False,False,False,False,False,True,False,True
MNE,2020,False,False,False,False,False,False,False,False,False
MNE,2021,False,False,False,False,False,False,False,False,False
MNE,2022,False,True,False,False,False,False,False,False,True
MNE,2023,False,False,False,False,False,False,True,False,True
MNE,2024,False,False,False,False,False,False,False,False,False
MKD,1995,False,False,False,False,False,False,False,False,False
MKD,1996,False,False,False,False,False,False,False,False,False
MKD,1997,False,False,False,False,False,False,False,False,False
MKD,1998,False,False,False,False,False,False,False,False,False
MKD,1999,False,False,False,False,False,False,False,False,False
MKD,2000,False,True,False,False,False,False,False,False,True
MKD,2001,False,False,False,False,False,False,False,False,False
MKD,2002,False,False,False,False,False,False,False,False,False
MKD,2003,False,False,False,False,False,False,False,False,False
MKD,2004,False,False,False,False,False,False,False,False,False
MKD,2005,False,False,False,False,False,False,False,False,False
MKD,2006,False,False,False,False,False,False,False,False,False
MKD,2007,False,False,False,False,False,False,False,False,False
MKD,2008,False,False,False,False,False,False,True,False,True
MKD,2009,False,False,False,False,False,False,False,False,False
MKD,2010,True,False,False,False,False,False,False,False,True
MKD,2011,True,False,False,False,False,False,False,False,True
MKD,2012,True,False,False,False,False,False,False,False,True
MKD,2013,False,False,False,False,False,False,False,False,False
MKD,2014,False,False,False,False,False,False,False,False,False
MKD,2015,True,False,False,False,False,False,False,False,True
MKD,2016,False,False,False,False,False,False,False,False,False
MKD,2017,False,False,False,False,False,False,True,False,True
MKD,2018,False,False,False,False,False,False,True,False,True
MKD,2019,False,False,False,False,False,True,True,False,True
MKD,2020,False,True,False,False,False,False,False,False,True
MKD,2021,False,False,False,False,False,False,False,False,False
MKD,2022,False,True,False,False,False,False,True,False,True
MKD,2023,False,True,False,False,False,False,False,False,True
MKD,2024,True,False,False,False,False,False,True,False,True
ALB,1995,False,False,False,False,False,False,False,False,False
ALB,1996,False,False,False,False,False,False,False,False,False
ALB,1997,False,False,False,False,False,False,False,False,False
ALB,1998,False,False,False,False,False,False,False,False,False
ALB,1999,False,False,False,False,False,False,False,False,False
ALB,2000,False,True,False,False,False,False,False,False,True
ALB,2001,False,False,False,False,False,False,False,False,False
ALB,2002,False,False,False,False,False,False,False,False,False
ALB,2003,False,False,False,False,False,False,False,False,False
ALB,2004,False,False,False,False,True,False,False,False,True
ALB,2005,False,False,False,False,False,False,False,False,False
ALB,2006,False,False,False,False,False,False,False,False,False
ALB,2007,False,False,False,False,False,True,False,False,True
ALB,2008,False,False,False,False,False,True,False,False,True
ALB,2009,False,False,False,False,False,True,False,False,True
ALB,2010,False,False,False,False,False,True,False,False,True
ALB,2011,False,False,False,False,False,True,False,False,True
ALB,2012,False,False,False,False,False,True,False,False,True
ALB,2013,False,False,False,False,False,False,False,False,False
ALB,2014,False,False,False,False,False,False,False,False,False
ALB,2015,True,False,False,False,False,False,False,False,True
ALB,2016,False,False,False,False,False,True,False,False,True
ALB,2017,False,False,False,False,False,True,False,False,True
ALB,2018,False,False,False,False,False,True,False,False,True
ALB,2019,False,False,False,False,False,True,False,False,True
ALB,2020,True,False,False,True,False,True,False,False,True
ALB,2021,False,True,False,False,False,True,False,False,True
ALB,2022,False,False,False,False,False,True,True,False,True
ALB,2023,False,False,False,False,False,True,False,False,True
ALB,2024,False,False,False,False,False,True,False,False,True
UKR,2005,False,False,False,False,False,False,False,False,False
UKR,2006,False,False,False,False,False,True,False,False,True
UKR,2007,False,False,False,False,False,True,False,False,True
UKR,2008,False,False,False,False,False,True,False,False,True
UKR,2009,False,False,False,False,False,True,False,False,True
UKR,2010,True,False,False,True,False,True,False,False,True
UKR,2011,True,False,False,True,False,True,False,False,True
UKR,2012,True,False,False,True,False,True,False,False,True
UKR,2013,True,False,False,True,False,True,False,False,True
UKR,2014,True,True,False,True,False,False,False,False,True
UKR,2015,False,False,False,True,False,False,False,False,True
UKR,2016,True,False,False,True,False,False,False,False,True
UKR,2017,True,False,False,True,False,True,True,False,True
UKR,2018,False,False,False,True,False,True,True,False,True
UKR,2019,False,False,False,True,False,True,True,False,True
UKR,2020,False,True,False,False,False,False,False,False,True
UKR,2021,False,True,False,True,False,False,False,False,True
UKR,2022,False,True,False,True,False,False,False,True,True
UKR,2023,False,True,False,False,False,False,False,True,True
UKR,2024,False,True,False,True,False,False,False,True,True
BLR,2005,False,False,False,False,False,False,False,False,False
BLR,2006,False,False,False,False,False,True,False,False,True
BLR,2007,False,False,False,False,False,True,False,False,True
BLR,2008,False,False,False,False,False,True,False,False,True
BLR,2009,False,False,False,False,False,True,False,False,True
BLR,2010,True,False,False,True,False,True,False,False,True
BLR,2011,True,False,False,False,False,True,False,False,True
BLR,2012,True,False,False,False,False,True,False,False,True
BLR,2013,False,False,False,False,False,True,False,False,True
BLR,2014,True,False,False,False,False,True,False,False,True
BLR,2015,True,False,False,False,False,True,False,False,True
BLR,2016,True,False,False,False,False,True,False,False,True
BLR,2017,True,False,False,False,False,True,False,False,True
BLR,2018,False,False,False,False,False,True,False,False,True
BLR,2019,False,False,False,False,False,True,False,False,True
BLR,2020,False,True,False,False,False,False,False,False,True
BLR,2021,False,False,False,False,False,True,True,False,True
BLR,2022,False,False,False,False,False,True,False,False,True
BLR,2023,False,False,False,False,False,True,False,False,True
BLR,2024,False,False,False,False,False,True,False,False,True
MDA,1997,False,False,False,False,False,False,False,False,False
MDA,1998,False,False,False,False,False,False,False,False,False
MDA,1999,False,False,False,False,False,False,False,False,False
MDA,2000,False,True,False,False,False,False,False,False,True
MDA,2001,False,False,False,False,False,False,False,False,False
MDA,2002,False,False,False,False,False,False,False,False,False
MDA,2003,False,False,False,False,False,False,False,False,False
MDA,2004,False,False,False,False,False,False,False,False,False
MDA,2005,False,False,False,False,False,False,False,False,False
MDA,2006,False,True,False,False,False,False,False,False,True
MDA,2007,False,False,False,False,False,False,False,False,False
MDA,2008,False,True,False,False,False,False,False,False,True
MDA,2009,False,False,False,False,False,False,False,False,False
MDA,2010,False,True,False,False,False,False,False,False,True
MDA,2011,False,True,False,False,False,False,False,False,True
MDA,2012,False,True,False,False,False,False,False,False,True
MDA,2013,False,False,False,False,False,False,False,False,False
MDA,2014,False,False,False,False,False,False,False,False,False
MDA,2015,False,False,False,False,False,True,False,False,True
MDA,2016,False,False,False,False,False,True,False,False,True
MDA,2017,False,False,False,False,False,True,False,False,True
MDA,2018,False,False,False,False,False,True,False,False,True
MDA,2019,False,False,False,False,False,True,False,False,True
MDA,2020,False,False,False,False,False,True,False,False,True
MDA,2021,False,False,False,False,False,True,False,False,True
MDA,2022,False,True,False,True,False,False,False,False,True
MDA,2023,False,True,False,True,False,False,False,False,True
MDA,2024,False,False,False,False,False,True,False,False,True
DZA,1995,False,False,False,False,False,False,False,False,False
DZA,1996,False,False,False,False,False,False,False,False,False
DZA,1997,False,False,False,False,False,False,False,False,False
DZA,1998,False,False,False,False,False,False,False,False,False
DZA,1999,False,False,False,False,False,False,False,False,False
DZA,2000,False,False,False,False,False,False,False,False,False
DZA,2001,False,False,False,False,False,False,False,False,False
DZA,2002,False,False,False,False,False,False,False,False,False
DZA,2003,False,False,False,False,False,False,False,False,False
DZA,2004,False,False,False,False,False,False,False,False,False
DZA,2005,False,False,False,False,False,False,False,False,False
DZA,2006,False,False,False,False,False,True,False,False,True
DZA,2007,False,False,False,False,False,True,False,False,True
DZA,2008,False,False,False,False,False,True,False,False,True
DZA,2009,False,False,False,False,False,True,False,False,True
DZA,2010,True,False,False,False,False,True,False,False,True
DZA,2011,True,False,False,False,False,True,False,False,True
DZA,2012,True,False,False,False,False,True,False,False,True
DZA,2013,False,False,False,False,False,True,False,False,True
DZA,2014,True,False,False,False,False,True,False,False,True
DZA,2015,True,False,False,False,False,True,False,False,True
DZA,2016,True,False,False,False,False,True,False,False,True
DZA,2017,False,False,False,True,False,True,False,False,True
DZA,2018,False,False,False,False,False,True,True,False,True
DZA,2019,False,False,False,False,False,True,True,False,True
DZA,2020,False,False,False,False,False,True,True,False,True
DZA,2021,False,False,False,False,False,True,True,False,True
DZA,2022,False,False,False,False,False,True,False,False,True
DZA,2023,False,False,False,False,False,True,False,False,True
DZA,2024,False,False,False,False,False,True,False,False,True
LBY,1995,False,False,False,False,False,False,False,False,False
LBY,1996,False,False,False,False,False,False,False,False,False
LBY,1997,False,False,False,False,False,False,False,False,False
LBY,1998,False,False,False,False,False,False,False,False,False
LBY,1999,False,False,False,False,False,False,False,False,False
LBY,2005,False,False,False,False,False,False,False,False,False
LBY,2006,False,False,False,False,False,True,False,False,True
LBY,2007,False,False,False,False,False,True,False,False,True
LBY,2008,False,False,False,False,False,False,False,False,False
LBY,2009,False,False,False,False,False,True,False,False,True
LBY,2010,False,False,False,False,False,True,False,False,True
LBY,2011,False,False,False,True,False,False,False,False,True
LBY,2012,True,False,False,True,False,False,False,False,True
LBY,2013,True,False,False,False,False,False,False,False,True
LBY,2014,True,False,False,False,False,False,True,False,True
LBY,2015,False,False,False,False,False,False,False,False,False
LBY,2016,False,False,False,True,False,False,False,False,True
LBY,2017,False,False,False,True,False,False,False,False,True
LBY,2018,False,False,False,True,False,False,False,False,True
LBY,2019,False,False,False,True,False,False,True,False,True
LBY,2020,False,False,False,True,False,False,True,False,True
LBY,2021,False,False,False,True,False,False,True,False,True
LBY,2022,False,False,False,True,False,False,True,False,True
LBY,2023,False,False,False,True,False,False,False,False,True
LBY,2024,False,False,False,True,False,False,True,False,True
MAR,1995,False,False,False,False,False,False,False,False,False
MAR,1996,False,False,False,False,False,False,False,False,False
MAR,1997,False,False,False,False,False,False,False,False,False
MAR,1998,False,False,False,False,False,False,False,False,False
MAR,1999,False,False,False,False,False,False,False,False,False
MAR,2000,False,False,False,False,False,False,False,False,False
MAR,2001,False,False,False,False,False,False,False,False,False
MAR,2002,False,False,False,False,False,False,False,False,False
MAR,2003,False,False,False,False,False,False,False,False,False
MAR,2004,False,False,False,False,False,False,False,False,False
MAR,2005,False,False,False,False,False,False,False,False,False
MAR,2006,False,False,False,False,False,True,False,False,True
MAR,2007,False,False,False,False,False,True,False,False,True
MAR,2008,False,False,False,False,False,True,False,False,True
MAR,2009,False,False,False,False,False,True,False,False,True
MAR,2010,False,False,False,False,False,True,False,False,True
MAR,2011,False,False,False,False,False,True,False,False,True
MAR,2012,False,False,False,False,False,True,False,False,True
MAR,2013,False,False,False,False,False,False,False,False,False
MAR,2014,False,False,False,False,False,False,False,False,False
MAR,2015,False,False,False,False,False,True,False,False,True
MAR,2016,False,False,False,False,False,False,False,False,False
MAR,2017,False,False,False,False,False,False,False,False,False
MAR,2018,False,False,False,False,False,True,False,False,True
MAR,2019,False,False,False,False,False,True,False,False,True
MAR,2020,False,True,False,False,False,True,False,False,True
MAR,2021,False,False,False,False,False,True,False,False,True
MAR,2022,False,False,False,False,False,True,False,False,True
MAR,2023,False,False,False,False,False,True,False,False,True
MAR,2024,False,True,False,False,False,True,False,False,True
TUN,1995,False,False,False,False,False,False,False,False,False
TUN,1996,False,False,False,False,False,False,False,False,False
TUN,1997,False,False,False,False,False,False,False,False,False
TUN,1998,False,False,False,False,False,False,False,False,False
TUN,1999,False,False,False,False,False,False,False,False,False
TUN,2000,False,False,False,False,False,False,False,False,False
TUN,2001,False,False,False,False,False,False,False,False,False
TUN,2002,False,False,False,False,False,False,False,False,False
TUN,2003,False,False,False,False,False,False,False,False,False
TUN,2004,False,False,False,False,False,False,False,False,False
TUN,2005,False,False,False,False,False,False,False,False,False
TUN,2006,False,False,False,False,False,True,False,False,True
TUN,2007,False,False,False,False,False,True,False,False,True
TUN,2008,False,False,False,False,False,True,False,False,True
TUN,2009,False,False,False,False,False,True,False,False,True
TUN,2010,False,False,False,False,False,True,False,False,True
TUN,2011,False,False,False,False,False,True,False,False,True
TUN,2012,False,False,False,False,False,True,False,False,True
TUN,2013,False,False,False,False,False,True,False,False,True
TUN,2014,False,False,False,False,False,True,False,False,True
TUN,2015,False,False,False,False,False,True,False,False,True
TUN,2016,False,False,False,False,False,True,False,False,True
TUN,2017,False,False,False,False,False,True,False,False,True
TUN,2018,False,False,False,False,False,True,False,False,True
TUN,2019,False,False,False,False,False,True,False,False,True
TUN,2020,False,False,False,False,False,True,False,False,True
TUN,2021,False,False,False,False,False,False,False,False,False
TUN,2022,False,True,False,False,False,False,False,False,True
TUN,2023,False,False,False,False,False,True,False,False,True
TUN,2024,False,False,False,False,False,True,False,False,True
EGY,1995,False,False,False,False,False,False,False,False,False
EGY,1996,False,False,False,False,False,False,False,False,False
EGY,1997,False,False,False,False,False,False,False,False,False
EGY,1998,False,False,False,False,False,False,False,False,False
EGY,1999,False,False,False,False,False,False,False,False,False
EGY,2000,False,False,False,False,False,False,False,False,False
EGY,2001,False,False,False,False,False,False,False,False,False
EGY,2002,False,False,False,False,False,False,False,False,False
EGY,2003,False,False,False,False,False,False,False,False,False
EGY,2004,False,False,False,False,False,False,False,False,False
EGY,2005,False,False,False,False,False,False,False,False,False
EGY,2006,False,False,False,False,False,False,False,False,False
EGY,2007,False,False,False,False,False,False,False,False,False
EGY,2008,False,False,False,False,False,False,False,False,False
EGY,2009,False,False,False,False,False,False,False,False,False
EGY,2010,False,False,False,False,False,False,False,False,False
EGY,2011,False,False,False,False,False,False,False,False,False
EGY,2012,False,False,False,False,False,False,False,False,False
EGY,2013,False,True,False,False,False,False,False,False,True
EGY,2014,False,False,False,False,False,False,False,False,False
EGY,2015,False,True,False,False,False,False,False,False,True
EGY,2016,False,True,False,False,False,False,False,False,True
EGY,2017,False,False,False,False,False,False,False,False,False
EGY,2018,False,False,False,False,False,False,False,False,False
EGY,2019,False,False,False,False,False,False,False,False,False
EGY,2020,False,False,False,False,False,False,False,False,False
EGY,2021,False,True,False,False,False,False,False,False,True
EGY,2022,False,True,False,False,False,False,False,False,True
EGY,2023,False,False,False,False,False,False,False,False,False
EGY,2024,False,True,False,False,False,False,False,False,True
ZAF,1995,False,False,False,False,True,False,False,False,True
ZAF,1996,False,False,False,False,False,False,False,False,False
ZAF,1997,False,False,False,False,False,False,False,False,False
ZAF,1998,False,False,False,False,False,False,False,False,False
ZAF,1999,False,False,False,False,False,False,False,False,False
ZAF,2000,False,False,False,False,False,False,False,False,False
ZAF,2001,False,False,False,False,False,False,False,False,False
ZAF,2002,False,False,False,False,True,False,False,False,True
ZAF,2003,False,False,False,False,True,False,False,False,True
ZAF,2004,False,False,False,False,True,False,False,False,True
ZAF,2005,False,False,False,False,False,False,False,False,False
ZAF,2006,False,False,False,False,False,False,False,False,False
ZAF,2007,False,False,False,False,False,False,False,False,False
ZAF,2008,False,False,False,False,False,False,False,False,False
ZAF,2009,False,False,False,False,False,False,False,False,False
ZAF,2010,True,False,False,False,False,False,False,False,True
ZAF,2011,False,False,False,False,False,False,False,False,False
ZAF,2012,False,False,False,False,False,False,False,False,False
ZAF,2013,False,False,False,False,False,False,False,False,False
ZAF,2014,False,False,False,False,False,False,False,False,False
ZAF,2015,False,False,False,False,False,False,False,False,False
ZAF,2016,False,False,False,False,False,False,False,False,False
ZAF,2017,False,False,False,False,False,False,True,False,True
ZAF,2018,False,False,False,False,False,False,True,False,True
ZAF,2019,False,False,False,False,False,False,True,False,True
ZAF,2020,False,False,False,False,False,False,True,False,True
ZAF,2021,False,False,False,False,True,False,True,False,True
ZAF,2022,False,False,False,False,False,False,True,False,True
ZAF,2023,False,False,False,False,False,False,True,False,True
ZAF,2024,False,True,False,False,False,False,False,False,True
AGO,1995,False,False,False,False,False,False,False,False,False
AGO,1996,False,False,False,False,False,False,False,False,False
AGO,1997,False,False,False,False,False,False,False,False,False
AGO,1998,False,False,False,False,False,False,False,False,False
AGO,1999,False,False,False,False,False,False,False,False,False
AGO,2000,False,False,False,False,False,False,False,False,False
AGO,2001,False,False,False,False,False,False,False,False,False
AGO,2002,False,False,False,False,False,False,False,False,False
AGO,2003,False,False,False,False,False,False,False,False,False
AGO,2004,False,False,False,False,False,False,False,False,False
AGO,2005,False,False,False,False,False,False,False,False,False
AGO,2006,False,False,False,False,False,False,False,False,False
AGO,2007,False,False,False,False,False,False,False,False,False
AGO,2008,False,False,False,False,False,False,False,False,False
AGO,2009,False,False,False,False,False,False,False,False,False
AGO,2010,False,False,False,False,False,False,False,False,False
AGO,2011,False,False,False,False,False,False,False,False,False
AGO,2012,False,False,False,False,False,False,False,False,False
AGO,2013,False,False,False,False,False,False,False,False,False
AGO,2014,False,False,False,False,False,False,False,False,False
AGO,2015,False,True,False,False,False,False,False,False,True
AGO,2016,False,False,False,False,True,False,False,False,True
AGO,2017,False,False,False,False,True,False,True,False,True
AGO,2018,False,False,False,False,True,False,True,False,True
AGO,2019,False,False,False,False,True,False,True,False,True
AGO,2020,False,False,False,False,True,False,True,False,True
AGO,2021,False,False,False,True,True,False,True,False,True
AGO,2022,False,False,False,False,True,False,True,False,True
AGO,2023,False,False,False,False,True,False,True,False,True
AGO,2024,False,False,False,False,False,False,True,False,True
BWA,1995,False,False,False,False,False,False,False,False,False
BWA,1996,False,False,False,False,False,False,False,False,False
BWA,1997,False,False,False,False,False,False,False,False,False
BWA,1998,False,False,False,False,False,False,False,False,False
BWA,1999,False,False,False,False,False,False,False,False,False
BWA,2000,False,False,False,False,False,False,False,False,False
BWA,2001,False,False,False,False,False,False,False,False,False
BWA,2002,False,False,False,False,False,False,False,False,False
BWA,2003,False,False,False,False,False,False,False,False,False
BWA,2004,False,False,False,False,False,False,False,False,False
BWA,2005,False,False,False,False,False,False,False,False,False
BWA,2006,False,False,False,False,False,False,False,False,False
BWA,2007,False,False,False,False,False,False,False,False,False
BWA,2008,False,False,False,False,False,False,False,False,False
BWA,2009,False,False,False,False,False,False,False,False,False
BWA,2010,True,False,False,False,False,False,False,False,True
BWA,2011,False,False,False,False,False,False,False,False,False
BWA,2012,True,False,False,False,False,False,False,False,True
BWA,2013,False,False,False,False,False,False,False,False,False
BWA,2014,False,False,False,False,False,False,False,False,False
BWA,2015,False,False,False,False,False,False,False,False,False
BWA,2016,True,False,False,False,False,False,False,False,True
BWA,2017,False,False,False,False,False,False,False,False,False
BWA,2018,True,False,False,False,False,False,False,False,True
BWA,2019,True,False,False,False,False,False,True,False,True
BWA,2020,False,False,False,False,False,False,True,False,True
BWA,2021,False,False,False,False,False,False,True,False,True
BWA,2022,False,False,False,False,False,False,True,False,True
BWA,2023,False,True,False,False,False,False,False,False,True
BWA,2024,True,False,False,False,False,False,True,False,True
BDI,1995,False,False,False,False,False,False,False,False,False
BDI,1996,False,False,False,False,False,False,False,False,False
BDI,1997,False,False,False,False,False,False,False,False,False
BDI,1998,False,False,False,False,False,False,False,False,False
BDI,1999,False,False,False,False,False,False,False,False,False
BDI,2000,False,False,False,False,False,False,False,False,False
BDI,2001,False,False,False,False,False,False,False,False,False
BDI,2002,False,False,False,False,False,False,False,False,False
BDI,2003,False,False,False,False,False,False,False,False,False
BDI,2004,False,False,False,False,False,False,False,True,True
BDI,2005,False,False,False,False,False,False,False,True,True
BDI,2006,False,False,False,False,False,False,False,True,True
BDI,2007,False,False,False,False,False,False,False,True,True
BDI,2008,False,False,False,False,False,False,False,True,True
BDI,2009,False,False,False,False,False,False,False,True,True
BDI,2010,False,False,False,False,False,False,False,True,True
BDI,2011,False,False,False,False,True,False,False,True,True
BDI,2012,False,False,False,False,False,False,False,True,True
BDI,2013,False,False,False,True,True,False,False,True,True
BDI,2014,False,False,False,False,True,False,False,True,True
BDI,2015,False,False,False,False,True,False,False,False,True
BDI,2016,False,False,False,True,False,False,False,True,True
BDI,2017,False,False,False,False,True,False,False,True,True
BDI,2018,False,False,False,False,True,False,False,False,True
BDI,2019,False,False,False,False,True,False,False,True,True
BDI,2020,False,False,False,False,True,False,False,True,True
BDI,2021,False,False,False,False,True,False,False,True,True
BDI,2022,False,False,False,False,False,False,False,True,True
BDI,2023,False,False,False,False,False,False,False,True,True
BDI,2024,False,False,False,False,False,False,False,False,False
CMR,1995,False,False,False,False,False,False,False,False,False
CMR,1996,False,False,False,False,False,False,False,False,False
CMR,1997,False,False,False,False,False,False,False,False,False
CMR,1998,False,False,False,False,False,False,False,False,False
CMR,1999,False,False,False,False,False,False,False,False,False
CMR,2000,False,False,False,False,False,False,False,False,False
CMR,2001,False,False,False,False,False,False,False,False,False
CMR,2002,False,False,False,False,False,False,False,False,False
CMR,2003,False,False,False,False,False,False,False,False,False
CMR,2004,False,False,False,False,False,False,False,False,False
CMR,2005,False,False,False,False,False,False,False,False,False
CMR,2006,False,False,False,False,False,False,False,True,True
CMR,2007,False,False,False,False,False,False,False,False,False
CMR,2008,False,False,False,False,False,True,False,False,True
CMR,2009,False,False,False,False,False,True,False,False,True
CMR,2010,False,False,False,False,False,True,False,False,True
CMR,2011,False,False,False,False,False,True,False,False,True
CMR,2012,False,False,False,False,False,True,False,False,True
CMR,2013,False,False,False,False,False,True,False,False,True
CMR,2014,False,False,False,False,False,True,False,False,True
